	hrf_0	hrf_1	hrf_2	hrf_3	hrf_4	hrf_5	hrf_6	hrf_7	hrf_8	hrf_9	hrf_10	hrf_11	hrf_12	hrf_13	hrf_14	hrf_15	hrf_16	hrf_17	hrf_18	hrf_19
1.8	0.8081607932140195	0.7451665781168442	0.6688675138160913	0.5785177250122209	0.483359188465485	0.40572734142968275	0.3331093891512956	0.2799510572058739	0.21284964819718763	0.15940235358062457	0.1185668984415349	0.07611007147587065	0.03414058151083344	0.0056784243989791644	0.0	0.0	0.0	0.0	0.0	0.0
1.9000000000000001	0.8479189451529904	0.7909433065420449	0.7205163916424273	0.6391222205896727	0.5486800255728548	0.4694906342330285	0.39256601906324307	0.33510731105760905	0.257297602313862	0.19639346658624168	0.1489490327552682	0.10107552502862067	0.05220605391513586	0.014426747165644979	0.0	0.0	0.0	0.0	0.0	0.0
2.0	0.8831716684107136	0.8326761922439397	0.7689023720053643	0.6970850087557133	0.6127532472498881	0.5335325051408242	0.4536223392110127	0.3924632739767232	0.30525438395200577	0.23728401092717177	0.18325015021803162	0.13025591686626486	0.07502962562573809	0.02848155576871487	0.0	0.0	0.0	0.0	0.0	0.0
2.1	0.9138088955218514	0.8700889767605887	0.8135295235953727	0.7515271175718864	0.6744084161610736	0.596666518487351	0.5152082051182026	0.4511121496164837	0.3560908063748824	0.28167466765188526	0.22125706080395602	0.1635410946741782	0.10265174787034209	0.048277948824894876	0.001030329701432022	0.0	0.0	0.0	0.0	0.0
2.2	0.9397732665278259	0.9029721482816735	0.8539777272986234	0.801691513463332	0.7325931665797611	0.657774070535751	0.5762672146808185	0.5101344894093998	0.4090956895353295	0.3290621834227205	0.2626505387220642	0.2006974768798934	0.13493355408495314	0.07388280468595372	0.008656879842556534	0.0	0.0	0.0	0.0	0.0
2.3000000000000003	0.9610498626591728	0.9311751242129227	0.8899012121571723	0.8469500103570401	0.7863944960157981	0.7158346164826542	0.6357893573437217	0.5686265841998	0.4635023352125613	0.378858348367845	0.30701712009021626	0.24138088871537908	0.17157957106697075	0.1050731415920416	0.02488377430045318	0.0	0.0	0.0	0.0	0.0
2.4000000000000004	0.9776571887501315	0.9545990264153912	0.9210263409032414	0.8868052899432366	0.8350519009937998	0.7699482224951286	0.6928380412044949	0.6257251105817144	0.5185148382860669	0.4304109709675952	0.3538638524234973	0.2851528321761863	0.21216441447039905	0.14140776007790046	0.0496344369588464	0.0	0.0	0.0	0.0	0.0
2.5	0.9896395446399399	0.9731902369974765	0.9471488366529788	0.920888866707139	0.8779632761949192	0.8193507564469041	0.7465712162551764	0.6806275922155864	0.5733330879646883	0.48302567530544976	0.40263501592009227	0.331498884556079	0.2561609739580742	0.18228981332703428	0.08215406301364575	0.0	0.0	0.0	0.0	0.0
2.6	0.9970608596519787	0.986934836699552	0.968130588737486	0.9489558020949623	0.9146846372074499	0.8634223262853223	0.7962566539595383	0.7326085128080653	0.6271755718400261	0.5359874868227595	0.4527298851460415	0.3798480718261644	0.3029682745693243	0.22701984131122677	0.12138706538464424	0.0	0.0	0.0	0.0	0.0
2.7	1.0	0.9958539548669223	0.9838961350704268	0.9708769168016059	0.9449247785576935	0.9016897668845838	0.8412817033558796	0.7810311396434129	0.6792993495943869	0.5885813434003317	0.5035206899765214	0.4295922433063498	0.35193775282648315	0.27483966576762336	0.16615790007507447	0.011822069224721423	0.0	0.0	0.0	0.0
2.8000000000000003	0.9985474982951115	1.0	0.9944288891466253	0.9866291785888143	0.9685359626627962	0.9338240816547911	0.8811580283996667	0.8253552864525758	0.7290167984155927	0.6401108522742089	0.5543700519642947	0.48010466369830235	0.4023971239795173	0.32496793233186366	0.21527131658500684	0.04615570907391662	0.0	0.0	0.0	0.0
2.9000000000000004	0.9928035993667981	0.9994536929519741	0.9997671598639274	0.9962848628493932	0.9855016712163	0.9596337812352194	0.915521949579514	0.8651413663789935	0.7757089398427239	0.6899147966100078	0.6046473041134494	0.5307572240016037	0.4536713570264714	0.3766282395851951	0.2675710183811265	0.09372456750036248	0.0	0.0	0.0	0.0
